code,name,scie,lang,grup,enerc,protcnt,choavldf,fatce,fibtg,fsugar,fasat,na
H007,"Coconut, kernel, fresh",Cocos nucifera,A. Narikol; B. Narkel; G. Nariyad; H. Nariyal; Kan. Thengina kayi; Kash. Narjeel; Kh. Snep kor im; Mal. Karikku; M. Yubi; Mar. Narel; N. Naribel; O. Paida; P. Nariyal; S. Naarikela; Tam. Thenkai; Tel. Kobbari; U. Nariyel.,Nuts and Oil Seeds,1711,3.84,6.3,41.38,10.42,6.2,28.048,0.00812
H008,"Garden cress, seeds",Lepidium sativum,A. Soru manimunni ; B. Halim; G. Asadiyo; H. Halim; Kan. Allibija; Mal. Alivirai; Mar. Ahiva; P. Halim; Tam. Alivirai; Tel. Adityala.,Nuts and Oil Seeds,1863,23.36,33.66,23.74,8.27,0.91,4.101,0.02184
H009,"Gingelly seeds, black",Sesamum indicum,A. Kola til; B. Til; E. Sesame seeds; G. Kada tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei iong; Mal. Ellu; M. Thoiding Amuba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til .,Nuts and Oil Seeds,2124,19.17,10.29,43.1,17.16,0.99,6.317,0.01591
H010,"Gingelly seeds, brown",Sesamum indicum,A. Matia rangar til; B. Til; E. Sesame seeds; G. Tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.,Nuts and Oil Seeds,2161,21.61,9.76,43.22,17.21,1.39,6.25,0.01194
H011,"Gingelly seeds, white",Sesamum indicum,A. Boga til; B. Til; E. Sesame seeds; G. Safed tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding Angouba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.,Nuts and Oil Seeds,2174,21.7,10.83,43.05,16.99,0.67,6.43,0.01543
H012,Ground nut,Arachis hypogea,"A. Badam; B. China badam; E. Peanut, Groundnut, Goober; G. Singdana; H. Moog phali; Kan. Kadale kayi; Kash. Moong phalli; Kh. Badam; Mal. Nilakkadalai; M. Leibak Hawai; Mar. Bhui mug; O. China badam; P. Moog phali; Tam. Verkadalai; Tel. Verusenaga; U. Moog phali.",Nuts and Oil Seeds,2176,23.65,17.27,39.63,10.38,4.42,8.144,0.01221
H013,Mustard seeds,Brassica nigra,A. Soriyah; B. Sorse; G. Rai; H. Rai; Kan. Sasuve; Kash. Assur; Kh. Symbai syrso; Mal. Kadugu; M. Hangham Maru; Mar. Mohori; N. Rayo; O. Sorisa; P. Rai; S. Sarssapa; Tam. Kadugu; Tel. Avalu; U. Rai.,Nuts and Oil Seeds,2132,19.51,16.8,40.19,14.1,5.07,2.112,0.00397
H014,Linseeds,Linum usitatissimum,"B. Tishi; E. Flax seeds, Common flax; G. Adsi; H. Alsi; Kan. Agasi; Kash. Ailsh; Mal. Cheruchana vithu; Mar. Jawas; O. Pesi; P. Alsi; S. Atasii; Tam. Ali vidai; Tel. Avise ginzalu; U. Alsi.",Nuts and Oil Seeds,1857,18.55,10.99,35.67,26.17,0.6,2.968,0.03293
H015,"Niger seeds, black",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Kada tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,2144,18.92,22.98,38.61,10.93,1.75,5.945,0.0107
H016,"Niger seeds, grey",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,2128,18.34,20.59,39.53,10.96,0.41,9.737,0.00808
H017,Pine seeds,Pinus sp.,E. Pine nut; G. Chilgoza; H. Chilgoza; Kash. Chilgoza; Kh. Symbai soh kseh; Mar. Jhurane biya; P. Rhi.,Nuts and Oil Seeds,2486,12.55,26.77,48.79,3.79,4.67,3.801,0.00131
H018,Pistachio nuts,Pistacia vera,A. Pista; B. Pesta; G. Pista; H. Pista; Kan. Pista; Kash. Pista; Kh. Pista; Mal. Pista; Mar. Pista; N. Pista; O. Pista; P. Pista; Tam. Pista; Tel. Pista; U. Pista.,Nuts and Oil Seeds,2257,23.35,15.82,42.49,10.64,7.9,4.043,0.00693
H019,Safflower seeds,Carthamus tinctorius,B. Kusum; G. Kusumbo; H. Kardi; Kan. Kusambe; Kh. Symbai tiew sngi; Mal. Karadi; Mar. Karadi; Tam. Sendurkan vidhai; Tel. Kusuma ginzalu.,Nuts and Oil Seeds,1981,17.66,30.18,30.87,13.49,2.67,2.548,0.00305
H020,Sunflower seeds,Helianthus annuus,A. Beli phular guti; B. Suraj mukhi; G. Suraj mukhi na bee; H. Surya mukhi; Kan. Sryakanti bijagalu; Kh. Symbai tiew sngi; Mal. Suryakanthi; M. Numitlei Maru; Mar. Surya mukhi; O. Surjya Mukhi Manji; P. Suraj mukhi; Tam. Suryakanthi vidhai; Tel. Podduthirugidi puvvu ginzalu.,Nuts and Oil Seeds,2453,23.53,6.85,51.85,10.8,2.81,6.159,0.0019
H021,Walnut,Juglans regia,A. Akhrot; B. Akhrot; G. Akhrot; H. Akhrot; Kan. Akrodu; Kash. Dhoon; Kh. Walnut; Mal. Akrottandi; M. Heijukha; Mar. Akhrod; N. Okhar; O. Akhoot; P. Akhrot; Tam. Akhrot; Tel. Akrot kaya; U. Akhrut.,Nuts and Oil Seeds,2809,14.92,10.14,64.27,5.39,3.22,5.208,0.00133
I001,"Jaggery, cane",Saccharum officinarum,A. Gur; B. Gurh; G. God; H. Gud; Kan. Bella; Kash. Gor; Kh. Mithai Gur; Kon. Godd; Mal. Vellam; M. Chini Anganba; Mar. Gul; O. Guda; P. Gud; Tam. Mandavellam; Tel. Bellam; U. Gud.,Sugars,1480,1.85,84.87,0.16,0,84.32,0.06923,0.02538
I002,"Sugarcane, juice",Saccharum officinarum,A. Kunhiyar; B. Akher rosh; G. Sherdino ras; H. Ganne-ka-ras; Kan. Kabbina halu; Kash. Ganne rus; Kh. Soh Pai; Mal. Karumbin neeru; M. Chuhing; Mar. Usacha rasa; O. Aakhu Dorua; P. Ganne-da-ras; Tam. Karumbu charu; Tel. Cheruku rasam; U. Ganne-ke-ras.,Sugars,242,0.16,13.11,0.4,0.56,12.85,0.14,0.00116
J001,"Button mushroom, fresh",Agaricus sp.,"A. Mushroom; B. Banger chata; E. Common mushroom, Portobello mushroom; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit budam; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.",Mushrooms,115,3.68,1.98,0.42,3.11,0.1,0.06289,0.00772
J002,"Chicken mushroom, fresh",Lactiporus sp.,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit tyndong; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,89,1.84,2.76,0.25,1.99,0.1,0.0596,0.01022
J003,"Shiitake mushroom, fresh",Lentinula sp.,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Uyen; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,243,3.19,8.98,0.76,3.02,0.2,0.116,0.0093
J004,"Oyster mushroom, dried",Pleurotus sp.,B. Banger chata; G. Biladino top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,1019,19.04,33.07,2.86,39.12,0.68,0.422,0.00867
K001,Toddy,,"A. Tari; B. Tari; E. Palm wine; Kan. Henda; G. Tadi; H. Tarai; Kh. Kiad lieh; Mar., O. Tadi; P. Todhi; Mal., Tam., Tel. Kallu.",Miscellaneous Foods,101,0.18,5.72,0.03,0,5.73,0.03065,0.00164
K002,Coconut water,Cocos nucifera,A. Dab narikolor pani; B. Daberjal; G. Nariyad nu pani; H. Nariyal ka pani; Kan. Thenga neeru; Kash. Narji pooen; Kh. Um snepkor; Mal. Thenga vellam; M. Yubi Mahi; Mar. Naral pani; O. Paida pani; P. Gola da pani; Tam. Ilaneer; Tel. Kobbari neeru.,Miscellaneous Foods,64,0.26,3.16,0.16,0,3.06,0.09349,0.02809
L001,"Milk, whole, Buffalo",,A. Mohor gakhir; B. Dudha (Mosher); G. Bhes nu dhudh; H. Bhains ka dhood; Kan. Uemma halu; Kash. Doodh; Kh. Dud muid; Mal. Kerbau paal; M. Eroi Sanghom; Mar. Doodh (Maish); O. Mainsi dudha; P. Maz da doodh; Tam. Erumaipal; Tel. Gedha/Barre palu.,Milk and Milk Products,449,3.68,8.39,6.58,0,5.34,4.63,0.0301
L002,"Milk, whole, Cow",,A. Garoor gakhir; B. Doodh (garu); G. Gai nu dhudh; H. Gai ka doodh; Kan. Hasuvina halu; Kash. Doodh; Kh. Dud masi; M. San Sanghom; Mar. Doodh (gay); O. Gai dudha; P. Gaan da doodh; S. Gow kshiram; Tam. Pasumpaal; Tel. Aavu paalu.,Milk and Milk Products,305,3.26,4.94,4.48,0,4.89,2.707,0.02546
L003,Paneer,,A. Paneer; B. Chena; E. Cottage Cheese; G. Paneer; H. Chhena; Kan. Tali; Kash. Chaman; Kh. Paneer; Mal. Palkatti; M. Channa; O. Chhena; P. Paneer; Tam. Paladai; Tel. Paalavirugudu.,Milk and Milk Products,1079,18.86,12.41,14.78,0,11.57,8.851,0.01804
L004,Khoa,,"A. Khoa; B., H., Kan., Mal., P., Tel. Khoa; G. Mavo; Kash. Khoya; Kh. Malai khowa; O. Khua; P. Khoya; Tam. Thirattupal.",Milk and Milk Products,1322,16.34,16.53,20.62,0,16.14,12.936,0.0481
M001,"Egg, poultry, whole, raw",,A. Koni; B. Dim; G. Indu; H. Anda; Kan. Motte; Kash. Thool; Kh. Pylleng; Kon. Tandri/Tanti; Mal. Mutta; M. Yairum; Mar. Ande; N. Anda/Phool; O. Anda; P. Anda; Tam. Muttai; Tel. Guddu; U. Anda.,Egg and Egg Products,564,13.28,0,9.15,0,0,2.958,0.123
M002,"Egg, poultry, white, raw",,A. Koni Boga; B. Dimer Shada Ongsho; G. Indu no Safed Bhaag; H. Ande ki Safedi; Kan. Motteya Bili; Kash. Thool Safed Hissa; Kh. Pylleng Lieh; Kon. Tantyacho Dhovo Bhag; Mal. Muttayude Vella; M. Yairum Angouba; Mar. Andyacha Pandhra Balak; N. Andako Seto Bhag; O. Andara Dhala Ansa; P. Ande di Safedi; Tam. Muttai Vellai Karu; Tel. Guddu Tella Sona; U. Ande ki Safedi.,Egg and Egg Products,187,10.84,0,0.06,0,0,0,0.166
M003,"Egg, poultry, yolk, raw",,A. Koni Halodhiya; B. Dimer Kushum; G. Indu ni Pili Jardi; H. Ande ki Zardi; Kan. Motteya Haladi; Kash. Thool Pila Hissa; Kh. Pylleng Stem; Kon. Tantyacho Holduvo Bhag; Mal. Muttayude Manja; M. Yairum Amanba; Mar. Andyacha Pivla Balak; N. Andako Pahenlo Bhag; O. Andara Haladia Ansa; P. Ande di Zardi; Tam. Muttai Manjal Karu; Tel. Guddu Pacha Sona; U. Ande ki Zardi.,Egg and Egg Products,1242,15.74,0,26.34,0,0,8.58,0.04633
M004,"Egg, poultry, whole, boiled",,A. Xijoa Koni; B. Sheddho Dim; G. Bafelu Indu; H. Ubla Anda; Kan. Beyisida Motte; Kash. Hukyun Thool; Kh. Pylleng Thnam; Kon. Ukdil'lem Tanti; Mal. Puzhungiya Mutta; M. Yairum Tathpa; Mar. Ukadalele Ande; N. Usineko Anda; O. Sijha Anda; P. Ublia Anda; Tam. Avitha Muttai; Tel. Udikinchina Guddu; U. Ubla Anda.,Egg and Egg Products,618,13.43,0,10.54,0,0,3.464,0.121
M005,"Egg, poultry, white, boiled",,A. Xijoa Koni Boga; B. Sheddho Dimer Shada; G. Bafelu Indu no Safed Bhaag; H. Ubla Safedi; Kan. Beyisida Motteya Bili; Kash. Hukyun Thool Safed; Kh. Pylleng Lieh Thnam; Kon. Ukdil'lem Dhovo Bhag; Mal. Puzhungiya Vella; M. Yairum Angouba Tathpa; Mar. Ukadlela Pandhra Balak; N. Usineko Seto Bhag; O. Sijha Andara Dhala Ansa; P. Ubli Safedi; Tam. Avitha Muttai Vellai; Tel. Udikinchina Tella Sona; U. Ubli Safedi.,Egg and Egg Products,220,12.37,0,0.26,0,0,0,0.144
M006,"Egg, poultry, yolk, boiled",,A. Xijoa Koni Halodhiya; B. Sheddho Dimer Kushum; G. Bafelu Indu ni Pili Jardi; H. Ubla Zardi; Kan. Beyisida Motteya Haladi; Kash. Hukyun Thool Pila; Kh. Pylleng Stem Thnam; Kon. Ukdil'lem Holduvo Bhag; Mal. Puzhungiya Manja; M. Yairum Amanba Tathpa; Mar. Ukadlela Pivla Balak; N. Usineko Pahenlo Bhag; O. Sijha Andara Haladia Ansa; P. Ubli Zardi; Tam. Avitha Muttai Manjal; Tel. Udikinchina Pacha Sona; U. Ubli Zardi.,Egg and Egg Products,1290,16.13,0,27.46,0,0,8.819,0.04483
M007,"Egg, poultry, omlet",,H. Aamlet; O. Anda Bhaja; P. Aamlet; Tam. Muttai Dosai; U. Aamlet.,Egg and Egg Products,710,16.53,0,11.6,0,0,3.179,0.169
M008,"Egg, country hen, whole, raw",,A. Ghironiya Murgir Koni; B. Deshi Murgir Dim; G. Desi Marghi nu Indu; H. Desi Murgi ka Anda; Kan. Naati Koli Motte; Kash. Desi Kokur Thool; Kh. Syiar Shnong Pylleng; Kon. Gavtti Kombiechem Tanti; Mal. Naadan Kozhi Mutta; M. Yumshan Yen Yairum; Mar. Gavran Kombdiche Ande; N. Sthaniya Kukhura ko Anda; O. Desi Kukuda Anda; P. Desi Murgi da Anda; Tam. Naattu Kozhi Muttai; Tel. Naatu Kodi Guddu; U. Desi Murghi ka Anda.,Egg and Egg Products,704,13.14,0,13,0,0,3.792,0.157
M009,"Egg, country hen, whole, boiled",,A. Xijoa Ghironiya Murgir Koni; B. Sheddho Deshi Murgir Dim; G. Bafelu Desi Marghi nu Indu; H. Ubla Desi Murgi ka Anda; Kan. Beyisida Naati Koli Motte; Kash. Hukyun Desi Kokur Thool; Kh. Pylleng Syiar Shnong Thnam; Kon. Ukdil'lem Gavtti Kombiechem Tanti; Mal. Puzhungiya Naadan Kozhi Mutta; M. Yumshan Yen Yairum Tathpa; Mar. Ukadlele Gavran Kombdiche Ande; N. Usineko Sthaniya Kukhura ko Anda; O. Sijha Desi Kukuda Anda; P. Ublia Desi Murgi da Anda; Tam. Avitha Naattu Kozhi Muttai; Tel. Udikinchina Naatu Kodi Guddu; U. Ubla Desi Murghi ka Anda.,Egg and Egg Products,767,14.43,0,14.1,0,0,4.074,0.149
M010,"Egg, country hen, omlet",,H. Desi Aamlet; O. Desi Anda Bhaja; P. Desi Aamlet; Tam. Naattu Kozhi Muttai Dosai; U. Desi Aamlet.,Egg and Egg Products,855,14.8,0,16.3,0,0,4.886,0.157
M011,"Egg, duck, whole, boiled",,A. Xijoa Hahor Koni; B. Sheddho Haasher Dim; G. Bafelu Batak nu Indu; H. Ubla Batakh ka Anda; Kan. Beyisida Batu Motte; Kash. Hukyun ?. Thool; Kh. ?. Pylleng Thnam; Kon. Ukdil'lem ?. Tanti; Mal. Puzhungiya Thaaraavu Mutta; M. Nganu Yairum Tathpa; Mar. Ukadlele Badak Ande; N. Usineko Haas ko Anda; O. Sijha Bataka Anda; P. Ublia Batakh da Anda; Tam. Avitha Vaathu Muttai; Tel. Udikinchina Baathu Guddu; U. Ubla Batakh ka Anda.,Egg and Egg Products,738,13.8,0,13.61,0,0,3.598,0.11
M012,"Egg, duck, whole, raw",,A. Hahor Koni; B. Haasher Dim; G. Batak nu Indu; H. Batakh ka Anda; Kan. Batu Motte; Kash. ?. Thool; Kh. ?. Pylleng; Kon. ?. Tanti; Mal. Thaaraavu Mutta; M. Nganu Yairum; Mar. Badak Ande; N. Haas ko Anda; O. Bataka Anda; P. Batakh da Anda; Tam. Vaathu Muttai; Tel. Baathu Guddu; U. Batakh ka Anda.,Egg and Egg Products,760,14.6,0,13.83,0,0,3.373,0.113
M013,"Egg, duck, whole, omlet",,H. Batakh Aamlet; O. Bataka Anda Bhaja; P. Batakh Aamlet; Tam. Vaathu Muttai Dosai; U. Batakh Aamlet.,Egg and Egg Products,804,15.1,0,14.8,0,0,3.871,0.175
M014,"Egg, quial, whole, raw",,A. ?. Koni; B. Bater Dim; G. ?. Indu; H. Bater ka Anda; Kan. ?. Motte; Kash. ?. Thool; Kh. ?. Pylleng; Kon. ?. Tanti; Mal. Kaada Mutta; M. ?. Yairum; Mar. Lavari Ande; N. Batai ko Anda; O. Batera Anda; P. Bater da Anda; Tam. Kaadai Muttai; Tel. Burusu Pitta Guddu; U. Bater ka Anda.,Egg and Egg Products,635,12.39,0,11.46,0,0,2.788,0.132
M015,"Egg, quial, whole, boiled",,A. Xijoa ?. Koni; B. Sheddho Bater Dim; G. Bafelu ?. Indu; H. Ubla Bater ka Anda; Kan. Beyisida ?. Motte; Kash. Hukyun ?. Thool; Kh. ?. Pylleng Thnam; Kon. Ukdil'lem ?. Tanti; Mal. Puzhungiya Kaada Mutta; M. ?. Yairum Tathpa; Mar. Ukadlele Lavari Ande; N. Usineko Batai ko Anda; O. Sijha Batera Anda; P. Ublia Bater da Anda; Tam. Avitha Kaadai Muttai; Tel. Udikinchina Burusu Pitta Guddu; U. Ubla Bater ka Anda.,Egg and Egg Products,647,13.03,0,11.5,0,0,2.726,0.13
N001,"Chicken, poultry, leg, skinless",,A. Murgir Theng/Bhori; B. Murgir Thyang/Ran; G. Marghi ni Tang; H. Murga Tang/Murgi ki Raan; Kan. Koli Kaalu; Kh. Syiar Kjat; Kon. Kombi Paayn/Paanv; Mal. Kozhi Kaal; M. Yen Khong; Mar. Kombdi Tangdi/Mandi; N. Kukhura ko Khutta; O. Kukuda Goda; P. Murge di Latt/Raan; Tam. Kozhi Kaal; Tel. Kodi Kaallu; U. Murgh ki Tang/Raan.,Poultry,1605,19.44,0,12.64,0,0,1.157,0.06507
N002,"Chicken, poultry, thigh, skinless",,A. Murgir Ran; B. Murgir Ran; G. Marghi ni Saathal; H. Murge ki Raan/Jangh; Kan. Koli Thode; Kh. Syiar Lbong; Kon. Kombiecho Mandi; Mal. Kozhi Thuda; M. Yenpham; Mar. Kombdichi Mandi; N. Kukhura ko Tighra; O. Kukuda Ran; P. Murge di Patt/Raan; Tam. Kozhi Thodai; Tel. Kodi Thodala Mamsam; U. Murgh ki Raan.,Poultry,836,18.18,0,14.23,0,0,1.071,0.06459
N003,"Chicken, poultry, breast, skinless",,A. Murgir Buku; B. Murgir Book; G. Marghi ni Chhaati; H. Murge ka Seena; Kan. Koli Ede Mamsa; Kh. Syiar Shadem; Kon. Kombiechem Hadoo; Mal. Kozhi Maaridam/Nenju; M. Yen Thangbak; Mar. Kombdichi Chhaati; N. Kukhura ko Chhati; O. Kukuda Chhati; P. Murge da Seena; Tam. Kozhi Maarbu Kari; Tel. Kodi Chaati Mamsam; U. Murgh ka Seena.,Poultry,704,21.81,0,9,0,0,0.816,0.0367
N004,"Chicken, poultry, wing, skinless",,A. Murgir Pakhi; B. Murgir Dana/Pakha; G. Marghi ni Pankh; H. Murge ka Par/Pankh; Kan. Koli Rekke; Kh. Syiar Thapniang; Kon. Kombiechem Pakhattem; Mal. Kozhi Chiraku; M. Yen Manam; Mar. Kombdiche Pankh; N. Kukhura ko Pankheta; O. Kukuda Dena; P. Murge da Par; Tam. Kozhi Irakkai; Tel. Kodi Rekka; U. Murgh ka Par.,Poultry,807,17.42,0,13.81,0,0,1.241,0.07278
N005,"Poultry, chicken, liver",,A. Murgir Kolija; B. Murgir Mete/Kolija; G. Marghi nu Kaleju; H. Murge ki Kaleji; Kan. Koli Yakrit/Pittakosha; Kh. Syiar Dohjem; Kon. Kombiechem Kalliz; Mal. Kozhi Karal; M. Yen Thin; Mar. Kombdiche Kaleji; N. Kukhura ko Kalejo; O. Kukuda Kalija; P. Murge di Kaleji; Tam. Kozhi Eeral; Tel. Kodi Kaleyam; U. Murgh ki Kaleji.,Poultry,518,21.57,0,4.08,0,0,1.328,0.06158
N006,"Poultry, chicken, gizzard",,A. Murgir Pathri; B. Murgir Gila; G. Marghi ni Pathri; H. Murge ki Pathri/Sangdana; Kan. Koli Gijjarda; Kh. ?. ; Kon. Kombiechem Pot; Mal. Kozhi Avanakkaaya; M. Yen Kok; Mar. Kombdiche Pot/Vajri; N. Kukhura ko Jyanamara; O. Kukuda Pathri; P. Murge di Pathri; Tam. Kozhi Gundaikkai; Tel. Kodi Gizzardu; U. Murgh ki Pathri.,Poultry,386,18.22,0,2.07,0,0,0.772,0.0506
N007,"Country hen, leg, with skin",,A. Ghironiya Murgir Theng/Bhori; B. Deshi Murgir Thyang/Ran; G. Desi Marghi ni Tang; H. Desi Murge ki Tang/Raan; Kan. Naati Koli Kaalu; Kh. Syiar Shnong Kjat; Kon. Gavtti Kombiecho Paayn; Mal. Naadan Kozhi Kaal; M. Yumshan Yen Khong; Mar. Gavran Kombdichi Tangdi; N. Sthaniya Kukhura ko Khutta; O. Desi Kukuda Goda; P. Desi Murge di Latt/Raan; Tam. Naattu Kozhi Kaal; Tel. Naatu Kodi Kaallu; U. Desi Murgh ki Tang/Raan.,Poultry,723,17.01,0,11.73,0,0,0.534,0.05046
N008,"Country hen, thigh, with skin",,A. Ghironiya Murgir Ran; B. Deshi Murgir Ran; G. Desi Marghi ni Saathal; H. Desi Murge ki Raan/Jangh; Kan. Naati Koli Thode; Kh. Syiar Shnong Lbong; Kon. Gavtti Kombiecho Mandi; Mal. Naadan Kozhi Thuda; M. Yumshan Yenpham; Mar. Gavran Kombdichi Mandi; N. Sthaniya Kukhura ko Tighra; O. Desi Kukuda Ran; P. Desi Murge di Patt/Raan; Tam. Naattu Kozhi Thodai; Tel. Naatu Kodi Thodala Mamsam; U. Desi Murgh ki Raan.,Poultry,785,18.29,0,12.82,0,0,0.61,0.05114
N009,"Country hen, breast, with skin",,A. Ghironiya Murgir Buku; B. Deshi Murgir Book; G. Desi Marghi ni Chhaati; H. Desi Murge ka Seena; Kan. Naati Koli Ede Mamsa; Kh. Syiar Shnong Shadem; Kon. Gavtti Kombiechem Hadoo; Mal. Naadan Kozhi Maaridam/Nenju; M. Yumshan Yen Thangbak; Mar. Gavran Kombdichi Chhaati; N. Sthaniya Kukhura ko Chhati; O. Desi Kukuda Chhati; P. Desi Murge da Seena; Tam. Naattu Kozhi Maarbu Kari; Tel. Naatu Kodi Chaati Mamsam; U. Desi Murgh ka Seena.,Poultry,753,22.08,0,10.2,0,0,0.419,0.02313
N010,"Country hen, wing, with skin",,A. Ghironiya Murgir Pakhi; B. Deshi Murgir Dana/Pakha; G. Desi Marghi ni Pankh; H. Desi Murge ka Par/Pankh; Kan. Naati Koli Rekke; Kh. Syiar Shnong Thapniang; Kon. Gavtti Kombiechem Pakhattem; Mal. Naadan Kozhi Chiraku; M. Yumshan Yen Manam; Mar. Gavran Kombdiche Pankh; N. Sthaniya Kukhura ko Pankheta; O. Desi Kukuda Dena; P. Desi Murge da Par; Tam. Naattu Kozhi Irakkai; Tel. Naatu Kodi Rekka; U. Desi Murgh ka Par.,Poultry,764,18.65,0,12.09,0,0,0.688,0.05415
N011,"Duck, meat, with skin",,A. Hahor Mangho; B. Haasher Mangsho; G. Batak nu Mas; H. Batakh ka Gosht; Kan. Batu Mamsa; Kh. Doh Sniang; Kon. Badkachem Maas; Mal. Thaaraavu Irachi; M. Nganu Sha; Mar. Badakache Mas; N. Haas ko Masu; O. Bataka Mansa; P. Batakh da Gosht; Tam. Vaathu Irachi; Tel. Baathu Mamsam; U. Batakh ka Gosht.,Poultry,547,19.07,0,6.03,0,0,0.345,0.08225
N012,"Emu, meat, skinless",,H. Emu Gosht; Tam. Emu Kari; Tel. Emu Mamsam. (Names in other languages are less common or borrowed).,Poultry,556,22.65,0,4.62,0,0,0.2,0.04848
N013,"Guinea fowl, meat, with skin",,H. Guinea Murga Gosht; Tam. Guinea Kozhi Kari; Tel. Guinea Kodi Mamsam. (Names often descriptive combinations).,Poultry,469,20.52,0,3.24,0,0,1.138,0.05764
N014,"Pigeon, meat, with skin",,A. Paror Mangho; B. Payra Mangsho; G. Kabutar nu Mas; H. Kabutar ka Gosht; Kan. Paarivaala Mamsa; Kh. Paro Doh; Kon. Parveachem Maas; Mal. Praavu Irachi; M. Khunu Sha; Mar. Kabutarache Mas; N. Parewa ko Masu; O. Para Mansa; P. Kabutar da Gosht; Tam. Puraa Irachi; Tel. Paavuramu Mamsam; U. Kabutar ka Gosht.,Poultry,528,17.94,0,6.03,0,0,1.828,0.0561
N015,"Quail, meat, skinless",,A. ?. Mangho; B. Bater Mangsho; G. ?. Mas; H. Bater ka Gosht; Kan. ?. Mamsa; Kh. ?. Doh; Kon. ?. Maas; Mal. Kaada Irachi; M. ?. Sha; Mar. Lavari Mas; N. Batai ko Masu; O. Batera Mansa; P. Bater da Gosht; Tam. Kaadai Irachi; Tel. Burusu Pitta Mamsam; U. Bater ka Gosht.,Poultry,576,20.92,0,5.95,0,0,2.024,0.05621
N016,"Turkey, leg, with skin",,H. Turkey ki Tang/Raan; Tam. Turkey Kaal; Tel. Turkey Kaallu. (Often borrowed name + leg term).,Poultry,647,20.3,0,8.15,0,0,0.98,0.06647
N017,"Turkey, thigh, with skin",,H. Turkey ki Raan/Jangh; Tam. Turkey Thodai; Tel. Turkey Thodalu.,Poultry,581,20.46,0,6.31,0,0,1.015,0.05001
N018,"Turkey, breast, with skin",,H. Turkey ka Seena; Tam. Turkey Maarbu Kari; Tel. Turkey Chaati Mamsam.,Poultry,671,21.96,0,8.04,0,0,0.934,0.04045
N019,"Turkey, wing, with skin",,H. Turkey ka Par/Pankh; Tam. Turkey Irakkai; Tel. Turkey Rekka.,Poultry,771,21.91,0,10.77,0,0,0.897,0.057
O001,"Goat, shoulder, meat",,A. Sagolir Kandh; B. Pathar Kandh; G. Bakri no Khabho; H. Bakre ka Kandha/Dast; Kan. Aadina/Meke Bhujada Mamsa; Kh. Blang Tyrpeng; Kon. Bokdyaacho Khand; Mal. Aattin Chumal Irachi; M. Hameng Leikha?; Mar. Bakriche Khande; N. Bakhrako Kaandh; O. Chheli Kandha Mansa; P. Bakre da Modha; Tam. Aattu Tholpattai Kari; Tel. Meka Bhujamu Mamsam; U. Bakre ka Kandha/Shana.,Animal Meat,787,20.33,0,11.94,0,0,5.444,0.04731
O002,"Goat, chops",,B. Pathar Chaap; H. Bakre ki Champ; P. Bakre di Champ; U. Bakre ki Champ. (Often borrowed term 'Chop/Champ').,Animal Meat,568,20.39,0,5.98,0,0,2.877,0.04572
