code,name,scie,lang,grup,enerc,protcnt,choavldf,fatce,fibtg,fsugar,fasat,na
P085,"Tuna, striped",Katsuwonus pelamis,"E. Skipjack tuna, Aku, Arctic bonito, Mushmouth, Oceanic bonito, Striped tuna, Victor fish, Oceanic Skipjack; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Kuppa, Bugudi, Gedar; Common. Medium-sized perciform fish; [Place of collection: Kochi]",Marine Fish,403,21.28,0,1.12,0,0,0.424,0.0226
P086,Valava,Chirocentrus nudus,"E. Whitefin wolf-herring, Tenpounder; Tam. Kiru-wahlah; Tel. Wahlah; Common. Herring; [Place of collection: Vizag]",Marine Fish,410,21.8,0,1.06,0,0,0.403,0.09191
P087,Vanjaram,Scomberomorus commerson,"E. Narrow-barred Spanish mackerel, Barred Seer Fish, King Seer; G. Surmai, Chhapri; Kan. Thavar; Mal. Ayakora, Chumbum; Mar. Anjai, Anjari, Surmai, Towar; Tam. Ah-ku-lah, Mah-wu-leachi, Mavulasi, Seela, Mah-wu-laachi, Vanjiram, Velra, Konam; Tel. Vanjiramu, Konema, Varimeen, Yellari, Vellikannan, Ayaokaro; Common. Mackerel; [Place of collection: Chennai and Goa]",Marine Fish,570,22.28,0,5.18,0,0,2.229,0.03485
P088,Vela meen,Aprion virescens,"Mal. Vela meen, Kurali; Tam. Vela meen, Kila meen, Komu kila; E. Green jobfish; Common. Snapper; [Place of collection: Mandapam]",Marine Fish,537,22.16,0,4.34,0,0,1.857,0.03815
P089,Vora,Siganus javus,E. Streaked spinefoot; Mar. Kunar; Tam. Ottah; Tel. Warahwah; Common. Rabbitfish; [Place of collection: Chennai and Mandapam],Marine Fish,422,20.14,0,2.14,0,0,1.207,0.04366
P090,Whale shark,Galeocerdo cuvier,"E. Tiger shark; G. Bhoovar, Bhoavar, Pattari; Kan. Pullia, Pilithatte; Mal. Valiasurav, Vorimiyaru, Kalla-sravu, Kalvari, Pulli Sravu, Kellan, Kethalan, Valiyasurav; Mar. Waghbeer; Tam. Wulluven Sorrah; Tel. Kettalam Sorrah, Kethalam-sorrah, Kethulam, Kurangu-sorrah, Vulluvan-sorrah; Common. Requiem shark; [Place of collection: Mandapam]",Marine Fish,401,21.83,0,0.82,0,0,0.266,0.116
P091,Xiphinis,Xiphias gladius,"E. Swordfish, Broadbills, Sword Fish; G. Kunga, Tadmachhi; Mal. Kuthirameen; Mar. Tadmasa; Common. Billfish, Gamefish, Predatory fish; [Place of collection: Mandapam]",Marine Fish,370,19.82,0,0.88,0,0,0.363,0.06621
P092,"Eggs, cat fish",Ompok bimaculatus,A. Pabho koni; B. Pabda dim; H. Pabda ande; O. Pabdah anda; E. Butter catfish; Common. Sheatfish; [Place of collection: Kolkata],Marine Fish,600,24.68,0,5.28,0,0,1.818,0.05483
Q001,Crab,Menippe mercenaria,"A. Khekora; B. Kankra; G. Karachalo; H. Kekda; Kan. Edi, Nalli; Kon. Kulli; Mal. Njandu; Mar. Khekada, Chimbori; O. Kankada; P. Kekra; Tam. Nandu; Tel. Peetha, Endrakaya; U. Kekra; E. Florida stone crab; [Place of collection: Kolkata]",Marine Shellfish,343,10.23,0,1.41,0,0,0.214,0.244
Q002,"Crab, sea",Portunus sanguinolentus,"A. Khekora; B. Kankra; G. Karachalo; H. Kekda; Kan. Edi, Nalli; Kon. Kulli; Mal. Njandu; Mar. Khekada, Chimbori; O. Kankada; P. Kekra; Tam. Nandu; Tel. Peetha, Endrakaya; U. Kekra; E. Three-spot swimming crab, Blood-spotted swimming crab, Red-spotted swimming crab; Common. Large crab; [Place of collection: Chennai]",Marine Shellfish,283,15.36,0,0.6,0,0,0.129,0.313
Q003,"Lobster, brown",Thenus orientalis,"B. Koral chingri; H. Chappal jhinga; Kan. Kalla sigadi; Mal. Adipan chemmeen; Mar. Phati; Tam. Matta singi eral, Kal eral; Tel. Edu royya; E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai]",Marine Shellfish,292,15.96,0,0.56,0,0,0.106,0.14
Q004,"Lobster, king size",Thenus orientalis,"B. Koral chingri; H. Chappal jhinga; Kan. Kalla sigadi; Mal. Adipan chemmeen; Mar. Phati; Tam. Matta singi eral, Kal eral; Tel. Edu royya; E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai, Vizag, Mumbai, Kochi, Mandapam and Goa]",Marine Shellfish,375,18.54,0,0.78,0,0,0.174,0.191
Q005,Mud crab,Scylla tranquebarica,"B. Chokha kankra; H. Chikad kekda; Kan. Kesaru edi; Mal. Cheli njandu; Mar. Chikhli chimbori; O. Kado kankada; Tam. Seru nandu, Mandu nandu; Tel. Buradha peetha; E. Mangrove crab, Mud crab; [Place of collection: Goa]",Marine Shellfish,190,10,0,0.55,0,0,0.09511,0.305
Q006,Oyster,Crassostrea sp.,"E. Indian backwater oyster; Mal. Muringa, Muru; Tam. Kalungu, Ali, Patti; [Place of collection: Goa]",Marine Shellfish,252,9.51,0,2.44,0,0,1.087,0.04101
Q007,"Tiger prawns, brown",Solenocera crassicornis,A. Misa maas; B. Chingri; G. Jinga; H. Jhinga; Kan. Sigadi; Kon. Sungat; Mal. Chemmeen; Mar. Kolambi; O. Chingudi; P. Jhinga; Tam. Iraal; Tel. Royya; U. Jhinga; Common. Marine crustacean; [Place of collection: Chennai],Marine Shellfish,273,14.85,0,0.56,0,0,0.121,0.188
Q008,"Tiger Prawns, orange",Penaeus monodon,"A. Misa maas; B. Bagda chingri; G. Tiger jinga; H. Bagda jhinga; Kan. Hebbagani sigadi; Kon. Wagho sungat; Mal. Kara chemmeen, Naran chemmeen; Mar. Bagda kolambi; O. Bagda chingudi; P. Tiger jhinga; Tam. Vari iraal; Tel. Puli royya; U. Tiger jhinga; E. Giant tiger prawn, Asian tiger shrimp; Common. Marine crustacean; [Place of collection: Kochi]",Marine Shellfish,270,14.25,0,0.74,0,0,0.177,0.06105
R001,"Clam, green shell",Perna viridis,"E. Asian green mussel, Green-lipped mussel; Mal. Kallumalkai, Kadukka; Common. Mussel, Bivalve; [Place of collection: Goa]",Marine Mollusks,243,12.14,0,0.98,0,0,0.285,0.322
R002,"Clam, white shell, ribbed",Meretrix meretrix,"B. Jhinuk; G. Kalav; H. Sippi; Kan. Maruvai, Tisare; Kon. Tisareo, Shinanyeo; Mal. Kakka; Mar. Tisari, Shivlya; O. Samuka; Tam. Matti, Vari matti; Tel. Alu chippa, Gulla; E. Asiatic Hard Clam; [Place of collection: Goa]",Marine Mollusks,250,11.82,0,1.34,0,0,0.441,0.404
R003,Octopus,Octopus vulgaris,"B. Octopus; G. Octopus; H. Ashtabahu; Kan. Ashtabhuja, Ane bondaas; Kon. Octopus; Mal. Neerali; Mar. Ashtapad; O. Octopus; P. Octopus; Tam. Kanavai, Aktopas; Tel. Ashtabuji; U. Ashtpa; E. Common octopus; [Place of collection: Mumbai]",Marine Mollusks,334,14.71,0,1.12,0,0,0.325,0.23
R004,"Squid, black",Loligo sp.,B. Kali squid; H. Kala squid; Kan. Kappu bondaas; Mal. Karutha koonthal; Mar. Kali maakli; Tam. Karuppu kanavai; Tel. Nalla squid; [Place of collection: Kolkata],Marine Mollusks,335,16.1,0,1.07,0,0,0.287,0.179
R005,"Squid, hard shell",Sepia pharaonis,"B. Cuttlefish, Katol mas; H. Samudra pheni; Kan. Kallu bondaas; Mal. Kanava; Mar. Maakli, Goti maakli; Tam. Kanavai, Ottu kanavai; Tel. Cuttlefish, Samudra peni; E. Pharaoh cuttlefish; Common. Large cuttlefish; [Place of collection: Goa]",Marine Mollusks,320,16.82,0,0.93,0,0,0.227,0.09914
R006,"Squid, red",Loligo duvauceli,B. Lal squid; H. Lal squid; Kan. Kempu bondaas; Mal. Chuvanna koonthal; Mar. Lal maakli; Tam. Sivappu kanavai; Tel. Erra squid; [Place of collection: Chennai and Goa],Marine Mollusks,329,16.25,0,1.44,0,0,0.448,0.121
R007,"Squid, white, small",Uroteuthis duvauceli,"B. Shada squid; H. Safed squid; Kan. Bili bondaas; Mal. Vella koonthal; Mar. Safed maakli, Choti maakli; Tam. Vellai kanavai, Porsi kanavai; Tel. Tella squid; E. Indian Ocean Squid, Indian Squid; [Place of collection: Mumbai]",Marine Mollusks,353,17.41,0,1.15,0,0,0.304,0.154
S001,Cat fish,Tandanus tandanus,"A. Kanduli mas, Singora mas; B. Tengra, Singi; G. Khago; H. Singee, Singhara; Kan. Thogari meenu; Mal. Muzhi, Etta; Mar. Shingata, Shingala; N. Singhai; O. Tengra, Singi; P. Sanghra; Tam. Keluthi, Theli; Tel. Marpu, Jella; U. Singee; E. Eel-tailed catfish, Dewfish, Freshwater catfish, Jewfish, Tandan; Common. Catfish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,518,15.86,0,6.24,0,0,2.182,0.02829
S002,Catla,Catla catla,"E. Major carp; A. Baudhekra, Bhakua, Baudhekera; B. Katla, Pla Kra Ho; G. Tambra, Thambra, Bawas; H. Catla, Bhakur, Boassa, Katla, Chepti; Kan. Catla; Mal. Karakatla, Catla; Mar. Tambra, Pla Kra Ho, Catla, Katala; O. Bhakur, Bahkur, Barkur; P. Theil, Theila, Thaila; Tam. Meen, Yamaneri Kendai, Theppu Meenu, Japan Kendai, Japankendai, Thoppa, Thoppa-meen, Theppu-meenu, Thoppu Meen, Koora Kendai, Koora-kendai, Kanavi, Thoppameenu; Tel. Botcha, Botchee, Bocha, Bacha, Krishnabotcha; Common. Asian freshwater fish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,394,17.94,0,2.15,0,0,1.67,0.03656
S003,Fresh water Eel,Anguilla anguilla,"A. Kushia; B. Baan maach, Baam; H. Baam machli; Kan. Havu meenu; Mal. Mananjil, Mlanjil; Mar. Vaam, Ahir; O. Baamo; P. Baam; Tam. Vilangu meen; Tel. Malugu chepa, Bhamu; U. Baam machli; E. European eel; Common. Eel, Catadromous fish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,451,20.41,0,2.63,0,0,0.981,0.08867
S004,Gold fish,Carassius auratus,"A. Xunali maas; B. Shona maach; G. Soneri machhli; H. Sunahri machli; Kan. Bangaru meenu, Chinna meenu; Mal. Swarna matsyam; Mar. Soneri masa; O. Suna machha; P. Sunahri machhi; Tam. Thanga meen; Tel. Bangaru chepa; U. Sunahri machli; E. Goldfish; Common. Freshwater fish, Aquarium fish; [Place of collection: Kolkata and Bangaluru]",Fresh Water Fish and Shellfish,396,16.91,0,2.94,0,0,1.077,0.02753
S005,Pangas,Pangasianodon hypophthalmus,B. Pangas; H. Pangas machli; E. Iridescent shark; Common. Shark catfish; [Place of collection: Kolkata],Fresh Water Fish and Shellfish,852,17.12,0,16.77,0,0,0.863,0.03742
S006,Rohu,Labeo rohita,"E. Rohu, Rui, Roho labeo; A. Rou, Rohiti, Rohitii, Row, Rau, Rui; B. Rahu, Rui, Ruee; H. Bhobhari, Rohu; Kan. Rohu; Mal. Rohitham, Rohu; M. Row; Mar. Rohu, Tambada Massa, Tambada Masa, Tambada-massa; O. Rohu, Ruhu, Rohi; P. Dumra, Tapra, Rohu, Dhambra; Tam. Kannadi Kendai, Kennadi Kendai; Tel. Bocha-gandumeenu; Common. Carp fish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,428,19.71,0,2.39,0,0,2.047,0.03556
S007,Crab,Pachygrapsus sp.,"A. Khekora; B. Kankra; G. Karachalo; H. Kekda; Kan. Edi, Nalli; Kon. Kulli; Mal. Njandu; Mar. Khekada, Chimbori; O. Kankada; P. Kekra; Tam. Nandu; Tel. Peetha, Endrakaya; U. Kekra; Common. Small shore crab; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,327,13.23,0,0.89,0,0,0.214,0.28
S008,"Prawns, big",Macrobrachium rosenbergii,"A. Bor misa; B. Golda chingri; H. Bada jhinga; Kan. Dodda sigadi; Mal. Aattu konchu, Valiya chemmeen; Mar. Mothi kolambi; O. Galda chingudi; Tam. Aattu eral, Yera; Tel. Gudi royya; E. Giant freshwater prawn, Giant river prawn; Common. Palaemonid freshwater prawn, Shrimp; [Place of collection: Bengaluru]",Fresh Water Fish and Shellfish,380,19.24,0,0.52,0,0,0.08686,0.849
S009,"Prawns, small",Macrobrachium sp.,"A. Xoru misa; B. Kucho chingri; G. Nani jinga; H. Chhota jhinga; Kan. Chikka sigadi; Kon. Lhan sungat; Mal. Kunju konchu, Cheru chemmeen; Mar. Lahan kolambi; O. Chuna chingudi; P. Chhoti jhinga; Tam. Kutti eral, Kooni; Tel. Chinna royya; U. Chhota jhinga; Common. Shrimp; [Place of collection: Mumbai]",Fresh Water Fish and Shellfish,297,13.07,0,0.78,0,0,0.197,0.07771
S010,Tiger prawns,Macrobrachium sp.,"A. Misa maas; B. Chingri; G. Jinga; H. Jhinga; Kan. Sigadi; Kon. Sungat; Mal. Chemmeen, Konchu; Mar. Kolambi; O. Chingudi; P. Jhinga; Tam. Iraal; Tel. Royya; U. Jhinga; Common. Shrimp; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,284,14.24,0,0.66,0,0,0.134,0.08077
T001,Coconut oil,Cocos nucifera,A. Narikol tel; B. Narkel tel; G. Nariyel nu tel; H. Nariyal tel; Kan. Tenginakai enne; Kon. Narla tel; Mal. Velichenna; Mar. Khobrel tel; N. Nariwal ko tel; O. Nadia tela; P. Nariyal da tel; S. Narikela taila; Tam. Thengai ennai; Tel. Kobbari nune; U. Nariyal ka tel,Edible Oils and Fats,0,0,0,100,0,0,90.86,0
T002,Corn oil,Zea mays,A. Gom dhan tel; B. Bhuttar tel; G. Makai nu tel; H. Makai ka tel; Kan. Musukina jola enne; Mal. Cholam enna; Mar. Makyache tel; N. Makai ko tel; O. Maka tela; P. Makki da tel; Tam. Makkacholam ennai; Tel. Mokka jonna nune; U. Makai ka tel,Edible Oils and Fats,0,0,0,100.01,0,0,16.6,0
T003,Cotton seed oil,Gossypium spp.,"B. Karpaser tel; G. Kapasiya tel; H. Kapas ka tel, Binola tel; Kan. Hatthi beeja enne; Mar. Kapsache tel, Sarkiche tel; O. Kapa tela; P. Vareve da tel; Tam. Paruthi vidhai ennai; Tel. Prathi ginjala nune; U. Binola tel",Edible Oils and Fats,0,0,0,99.99,0,0,28.17,0
T004,Gingelly oil,Sesamum indicum,"A. Til tel; B. Til tel; G. Tal nu tel; H. Til ka tel; Kan. Ellenne; Kon. Tila tel; Mal. Nallenna, Ellenna; Mar. Tila che tel; N. Til ko tel; O. Rasi tela; P. Til da tel; S. Tila taila; Tam. Nallennai, Ellenai; Tel. Nuvvula nune; U. Til ka tel",Edible Oils and Fats,0,0,0,100,0,0,16.25,0
T005,Groundnut oil,Arachis hypogaea,"A. China badam tel; B. China badam tel; G. Sing tel, Magafali nu tel; H. Moongphali ka tel; Kan. Kadale kaayi enne, Shenga enne; Kon. Bhui mug tel; Mal. Kadala enna, Nilakkadala enna; Mar. Shengdana tel; N. Mungfali tel; O. China badama tela; P. Mungfali da tel; S. Bhuchanaka taila; Tam. Kadalai ennai; Tel. Verusenaga nune, Pallila nune; U. Moongphali ka tel",Edible Oils and Fats,0,0,0,100,0,0,18.94,0
T006,Mustard oil,Brassica spp.,"A. Horiyoh tel; B. Shorsher tel; G. Sarisav nu tel, Rai nu tel; H. Sarson ka tel; Kan. Sasive enne; Kash. Sarshaf tel; Kon. Sasvanche tel; Mal. Kadugu enna; Mar. Mohariche tel; N. Tori ko tel; O. Sorisa tela; P. Sarhon da tel; S. Sarshapa taila; Tam. Kadugu ennai; Tel. Aava nune; U. Sarson ka tel",Edible Oils and Fats,0,0,0,100,0,0,5.72,0
T007,Palm oil,Elaeis guineensis,B. Taaler tel; G. Taad nu tel; H. Taad ka tel; Kan. Taale enne; Mal. Pana enna; Mar. Taad tel; O. Tala tela; P. Taad da tel; Tam. Panai ennai; Tel. Taati nune; U. Taar ka tel,Edible Oils and Fats,0,0,0,100,0,0,44.98,0
T008,Rice bran oil,Oryza sativa,"B. Chaler kuro tel, Chaler kundo tel; G. Chokha na bhusa nu tel; H. Chawal ki bhusi ka tel; Kan. Akki tavadu enne; Mal. Ari thavidu enna; Mar. Tandul kondya che tel; O. Chaula chopa tela, Chaula kunda tela; P. Chaul de chilke da tel; Tam. Arisi thavidu ennai; Tel. Tavudu nune; U. Chawal ki bhusi ka tel",Edible Oils and Fats,0,0,0,100,0,0,23.76,0
T009,Safflower oil,Carthamus tinctorius,B. Kusum tel; G. Kusumbi tel; H. Kusum ka tel; Kan. Kusube enne; Mar. Kardai tel; O. Kusuma tela; P. Kusum da tel; Tel. Kusuma nune; U. Kusum ka tel,Edible Oils and Fats,0,0,0,100.01,0,0,9.19,0
T010,Safflower oil (blended),,,Edible Oils and Fats,0,0,0,100,0,0,19.53,0
T011,Soyabean oil,Glycine max,B. Soyabean tel; G. Soyabean tel; H. Soyabean tel; Kan. Soyabean enne; Mal. Soyabean enna; Mar. Soyabean tel; O. Soyabean tela; P. Soyabean tel; Tam. Soyabean ennai; Tel. Soyabean nune; U. Soyabean tel,Edible Oils and Fats,0,0,0,100,0,0,15.96,0
T012,Sunflower oil,Helianthus annuus,"B. Surjomukhi tel; G. Surajmukhi nu tel; H. Surajmukhi ka tel; Kan. Suryakanthi enne; Mal. Suryakanthi enna; Mar. Suryaphul tel; N. Suryamukhi tel; O. Surjyamukhi tela; P. Surajmukhi da tel; Tam. Suriyakanthi ennai; Tel. Poddu tirugudu nune, Suryakanthi nune; U. Surajmukhi ka tel",Edible Oils and Fats,0,0,0,100,0,0,11.39,0
T013,Ghee,,Kan. Tuppa; Kon. Touup; Mal. Neyy; Mar. Tup; O. Ghia; P. Ghyo; S. Ghrita; Tam. Nei; Tel. Neyyi,Edible Oils and Fats,0,0,0,100,0,0,71.02,0
T014,Vanaspati,,"B. Bonospoti, Dalda; H. Dalda; Kan. Dalda; Mal. Dalda; Mar. Dalda; O. Banaspati, Dalda; P. Banaspati, Dalda; Tam. Dalda; Tel. Dalda; U. Banaspati, Dalda",Edible Oils and Fats,0,0,0,100,0,0,61.44,0
